"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.children"
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Total"	"Urban"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Rural"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"0-15"	"Female"	"Total"	"Coast"	"Highest"		
